topic_code,type,title,provider,url,duration,notes,is_primary,rank,pace,lod,breadth,dok,wida,visuals,series,prereq,video_id
27,video,Punnett Squares,Amoeba Sisters,https://www.youtube.com/watch?v=D5ymMYcLtv0,~7 min,Step-by-step; practice problems,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0301
27,video,Sex Determination,TED-Ed,https://www.youtube.com/watch?v=kMWxuF9YW38,4:25,,yes,1,,shallow,,,3,high,,,V0067
27,interactive,Stickleback Evolution Interactive,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/stickleback-evolution-virtual-lab,Interactive,Virtual lab; hands-on data,yes,1,,medium,,,4,high,,,V0041
27,video,Understanding Genetics with Pea Plants,Britannica,britannica.com,~5 min,"Pea plant experiments, Punnett squares",yes,1,,shallow,,,3,,,,V0216
27,video,What Is A Gene?,Stated Clearly,https://www.youtube.com/watch?v=5MQdXjRPHmQ,5:28,,yes,1,slow,shallow,,,3,high,Stated Clearly,,V0016
27,video,What Is a Chromosome?,Stated Clearly,https://www.youtube.com/watch?v=IePMXxQ-KWY,~6 min,"Very clear; pre-teach: chromatin, histone",yes,1,slow,shallow,,,3,high,Stated Clearly,,V0278
27,interactive,Punnett Square Practice,CK-12,https://www.ck12.org/plix/biology/Punnett-Squares/,~15 min,Pre-teach: genotype phenotype allele. Practice-heavy tool.,yes,1,,,,,,,,,
27,video,Advanced Genetics,Bozeman Science,https://www.youtube.com/watch?v=pEI6TjYKbHY,~12 min,Complex inheritance patterns,,,medium,medium,,,4,high,Bozeman Science,,V0333
27,video,Crash Course Genetics Playlist,Crash Course,https://www.youtube.com/playlist?list=PLz2ukDu2AKNNU1D3DIndtsdClynfVX6GT,Playlist,"DNA replication, heredity",,,fast,medium,,,4,high,Crash Course,,V0253
27,video,DNA from the Beginning - Concept 1,DNA Learning Center,http://www.dnaftb.org/1/index.html,varies,Multiple media options,,,,medium,,,4,medium,,,V0042
27,video,Epigenetics,Learn.Genetics Utah,https://learn.genetics.utah.edu/content/epigenetics/,varies,Multiple modules,,,slow,medium,,,4,medium,,,V0060
27,video,Epigenetics,Amoeba Sisters,https://www.youtube.com/watch?v=_aAhcNjmvhc,~7 min,"Pre-teach: gene expression, methylation",,,slow,medium,,,4,high,Amoeba Sisters Genetics Series,,V0381
27,video,Episode 31 - Intro to Genetics: Why Your Cat Looks Like That,HHMI BioInteractive - Crash Course Biology,https://www.biointeractive.org/CrashCourse/biology-31,0:11:48,"Pre-teach: genotype, phenotype, homozygous, heterozygous, allele; provide 4-square Punnett template.",,,fast,medium,,,4,high,Crash Course,,V0011
27,video,Episode 36 - How Genes Express Themselves,HHMI BioInteractive - Crash Course Biology,https://www.biointeractive.org/CrashCourse/biology-36,0:11:38,"Pre-teach: gene regulation, methylation, histone, microRNA, transcriptional vs post-transcriptional; use viewing guide with 3 checkpoints.",,,fast,deep,,,5,high,Crash Course,,V0009
27,video,Episode 38 - Bacterial DNA & Genetics: The Fight Against Antibiotic Resistance,HHMI BioInteractive - Crash Course Biology,https://www.biointeractive.org/CrashCourse/biology-38,0:10:25,"Pre-teach: plasmid, horizontal gene transfer, conjugation, antibiotic resistance; add a cause-effect organizer.",,,fast,medium,,,4,high,Crash Course,,V0006
27,video,Evidence for Evolution II,Bozeman Science,https://www.youtube.com/watch?v=grS7D4iFOLg,~12 min,DNA comparisons; molecular clocks,,,medium,medium,,,4,high,Bozeman Science,,V0336
27,video,Heredity,Crash Course Biology,https://www.youtube.com/watch?v=CBezq1fFUEA,~10 min,0.75x recommended; inheritance,,,fast,medium,,,4,high,Crash Course,,V0332
27,video,How Do Genes Influence Behavior?,TED-Ed,https://www.youtube.com/watch?v=uvk2g9hJMTs,5:23,Pre-teach: phenotype expression,,,,medium,,,4,high,,,V0066
27,video,Identifying the Key Genes for Regeneration,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/identifying-key-genes-regeneration,~15 min,"Pre-teach: gene expression, RNAi",,,,medium,,,4,medium,,,V0396
27,video,Introduction to Heredity,Khan Academy,https://www.khanacademy.org/science/biology/classical-genetics/introduction-to-heredity--genetics/v/introduction-to-heredity,~10 min,Historical context; pea plants,,,medium,medium,,,4,high,,,V0356
27,video,Linked Genes and Chromosomal Inheritance,Amoeba Sisters,https://www.youtube.com/watch?v=SBWJqR3RzAc,~7 min,"Pre-teach: X-linked, autosomal; colorblindness",,,slow,medium,,,4,high,Amoeba Sisters Genetics Series,,V0303
27,video,Mendelian Genetics,Khan Academy,khanacademy.org/science/biology/classical-genetics,~12 min,"Comprehensive Mendel coverage, worked examples",,,medium,medium,,,4,,,,V0215
27,video,Phylogenetics,Crash Course Biology,https://www.youtube.com/watch?v=dLv_5LKJG1M,11:38,0.75x; cladogram practice needed,,,fast,deep,,,5,medium,Crash Course,,V0074
27,video,Phylogeny (Crash Course Biology #17),Crash Course,https://www.youtube.com/watch?v=F38BmgPcZ_I,13:50,0.75x recommended; pre-teach: analogous vs homologous,,,fast,medium,,,4,medium,Crash Course Biology,,V0072
27,video,Phylogeny: How We're All Related (Crash Course Biology #17),Crash Course/HHMI,https://www.biointeractive.org/CrashCourse/biology-17,13:50,0.75x recommended; pre-teach: analogous vs homologous,,,fast,medium,,,4,high,Crash Course Biology,,V0177
27,video,Sickle Cell Trait Distribution,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/sickle-cell-trait-distribution,varies,Data analysis activity,,,,medium,,,4,high,,,V0081
27,video,Sickle Cell: Natural Selection in Humans,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/sickle-cell-anemia-natural-selection,~17 min,"Pre-teach: hemoglobin, malaria, heterozygote; balancing selection",,,,medium,,,4,medium,,,V0260
27,video,The Biology of Skin Color,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/biology-skin-color,16:31,Chunk into 3 parts; viewing guide,,,,medium,,,4,medium,,,V0038
27,interactive,The Lac Operon Simulation,PhET / LabXchange,https://phet.colorado.edu/en/simulations/gene-expression-essentials,Interactive,"Pre-teach: promoter, operator, repressor, inducer.",,,slow,medium,,,4,high,,,V0434
27,video,What Is Horizontal Gene Transfer?,Stated Clearly,https://www.youtube.com/watch?v=mFdNkF6ngn0,~8 min,"Pre-teach: plasmid, conjugation, transformation",,,slow,medium,,,4,high,Stated Clearly,,V0283
27,interactive,Pigeonetics,Learn Genetics Utah,https://learn.genetics.utah.edu/content/pigeonetics/,Interactive,Pre-teach: Punnett square cross trait. Pigeon genetics - very visual.,,,,,,,,,,,
28,video,Analyzing Pedigrees (activity with video),HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/analyzing-pedigrees,Activity,Multiple pedigrees with questions; practice-focused,yes,1,,shallow,,,3,high,,,V0166
28,video,Pedigrees,Amoeba Sisters,https://www.youtube.com/watch?v=Gd09V2AkZv4,9:58,Clear explanation; Amoeba Sisters matching handout; solve problem at 2:44,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0165
28,video,Pedigrees,Amoeba Sisters,https://www.youtube.com/watch?v=Gd09V3n06T4,~7 min,Step-by-step analysis; practice examples,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0304
28,interactive,Pedigrees,Learn Genetics Utah,https://learn.genetics.utah.edu/content/basics/pedigree/,Interactive,Pre-teach: pedigree carrier affected. Practice reading family trees.,yes,1,,,,,,,,,
28,video,How to Read and Analyze Pedigrees 101,YouTube (Amoeba Sisters not; separate creator),https://www.youtube.com/watch?v=3cdq2lYCDOw,Unknown (~10+ min),Provide genotype key + prompt students to pause and label genotypes before reveal,,,slow,medium,,,4,high,Amoeba Sisters,,V0194
28,video,Pedigree (playlist),Khan Academy (YouTube playlist),https://www.youtube.com/playlist?list=PLfmZ37PV0JMSbilHndtE1l7EVWemcZI1Q,Playlist,Pick 2–3 playlist items aligned to autosomal vs sex-linked; add practice problems after each,,,medium,medium,,,4,high,,,V0195
28,video,Pedigrees (MIT OCW - worked problems video),MIT OpenCourseWare,https://ocw.mit.edu/courses/7-01sc-fundamentals-of-biology-fall-2011/pages/genetics/pedigrees/,Variable,College level but good worked examples; may need scaffolding,,,,deep,,,5,,,,V0167
29A,video,Co-dominance and Incomplete Dominance,Khan Academy,https://www.khanacademy.org/science/biology/classical-genetics/variations-on-mendelian-genetics/v/co-dominance-and-incomplete-dominance,~10 min,"Slower pace, step-by-step. Good for students who need more practice.",yes,1,medium,shallow,,,3,high,,,V0445
29A,video,"Incomplete Dominance, Codominance, Polygenic Traits, and Epistasis",Amoeba Sisters,https://www.youtube.com/watch?v=YJHGfbW55l0,~8 min,"Pre-teach: blending inheritance, both alleles expressed, continuous variation. CRITICAL GAP FILL.",yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0443
29A,video,Non-Mendelian Genetics,Amoeba Sisters,https://www.youtube.com/watch?v=vaIefyX-F00,~9 min,Blood type examples; coat color,yes,1,slow,shallow,,,3,high,Amoeba Sisters Genetics Series,,V0302
29B,video,"Incomplete Dominance, Codominance, Polygenic Traits, and Epistasis",Amoeba Sisters,https://www.youtube.com/watch?v=YJHGfbW55l0,~8 min,"Pre-teach: blending inheritance, both alleles expressed, continuous variation. CRITICAL GAP FILL.",yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0443
29B,video,Multiple Alleles (ABO Blood Types) and Punnett Squares,Amoeba Sisters,https://www.youtube.com/watch?v=iq1zzB-7Mps,~7 min,"Pre-teach: more than 2 alleles, I^A, I^B, i notation. CRITICAL GAP FILL.",yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0444
29B,video,Non-Mendelian Genetics,Amoeba Sisters,https://www.youtube.com/watch?v=vaIefyX-F00,~9 min,Blood type examples; coat color,yes,1,slow,shallow,,,3,high,Amoeba Sisters Genetics Series,,V0302
29B,video,Episode 25 - Cell Communication: Your Cells Are Talking about You,HHMI BioInteractive - Crash Course Biology,https://www.biointeractive.org/CrashCourse/biology-25,Unknown,"Pre-teach: signal, receptor, ligand, pathway; pause after each signaling type.",,,fast,medium,,,4,high,Crash Course,,V0005
29B,video,Metabolic Pathways,Bozeman Science,https://www.youtube.com/watch?v=f_Z1zsR9lFM,Unknown,"Advanced; Pre-teach: enthalpy, entropy, ATP hydrolysis. AP/Chemistry bridge only.",,,medium,deep,,,5,high,Bozeman Science,,V0428
2A,video,Characteristics of Life,Amoeba Sisters,https://www.youtube.com/watch?v=cQPVXrV0GNA,~8 min,"Covers characteristics of life, properties of life, what is life, living things.",yes,1,slow,shallow,,,3,,Amoeba Sisters,,V0480
2A,game,Characteristics of Life Review,Kahoot,https://kahoot.com/discover/en/biology,~10 min,Pre-teach: metabolism homeostasis stimulus. Visual-heavy review.,yes,1,,,,,,,,,
2A,video,Characteristics of Life,Crash Course Biology,https://www.youtube.com/watch?v=5Px6JvuiXsI,~12 min,0.75x recommended; engaging intro,,,fast,medium,,,4,medium,Crash Course,,V0364
2A,video,What Is Life? Is Death Real?,Kurzgesagt,https://www.youtube.com/watch?v=QOCaacO8wus,~7 min,Discussion starter; what makes something alive,,,,medium,,,4,high,,,V0346
3,video,"Amoeba Sisters video recap worksheet: Food webs, energy pyramids, intro to biodiversity (PDF)",Amoeba Sisters (PDF),https://www.amoebasisters.com/uploads/2/1/9/0/21902384/video_recap_of_food_webs_energy_pyramids_and_intro_to_biodiversity_by_amoeba_sisters.pdf,Worksheet,Use as viewing guide + exit ticket; good for ELL structure,yes,1,slow,shallow,,,3,,Amoeba Sisters,,V0196
3,video,Biodiversity: Why it Matters,Khan Academy,https://www.khanacademy.org/science/biology/ecology/biodiversity-and-ecosystem-stability,Unknown,"Pre-teach: genetic diversity, ecosystem services.",yes,1,medium,shallow,,,3,high,,,V0410
3,video,Ecology Review: Food Chains & Webs,Amoeba Sisters,https://www.youtube.com/watch?v=srpl5YRw-_U,16:30,Clip recommended (0:00-5:30); 10% rule calculation practice at 1:45,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0174
3,interactive,Exploring Keystone Species Interactive,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/exploring-keystone-species,Interactive,Self-paced; great for sub plans; student choice,yes,1,,shallow,,,3,high,,,V0276
3,video,Food Webs and Energy Pyramids,Amoeba Sisters,https://www.youtube.com/watch?v=Vtb3I8Vzlfg,~9:00,Comprehensive; 10% rule included,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0173
3,video,Habitat Earth: Web of Life,California Academy of Sciences,https://www.calacademy.org/educators/habitat-earth,Unknown,"Pre-teach: keystone species, trophic cascades.",yes,1,,shallow,,,3,,,,V0401
3,video,Human Impact on Ecosystems,Amoeba Sisters,https://www.youtube.com/watch?v=TbJ83FxJo98,~8 min,Timely; action-oriented,yes,1,slow,shallow,,,3,high,Amoeba Sisters,,V0383
3,video,The Guide: A Biologist in Gorongosa,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/guide-biologist-gorongosa,~15 min,Engaging story; conservation careers,yes,1,,shallow,,,3,medium,,,V0395
3,interactive,Trophic Cascades Interactive,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/trophic-cascades,Interactive,Self-paced; wolves in Yellowstone,yes,1,,shallow,,,3,high,,,V0398
3,video,Why Is Biodiversity Important?,California Academy of Sciences,https://www.youtube.com/watch?v=b6Ua_zWDH6U,~4 min,Short; clear importance statement,yes,1,,shallow,,,3,medium,,,V0380
3,interactive,Exploring Trophic Cascades,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/exploring-trophic-cascades,~45 min,Pre-teach: producer consumer trophic. Click through 5 ecosystems. Excellent for ELLs.,yes,1,,,,,,,,,
3,video,Biodiversity,Bozeman Science,https://www.youtube.com/watch?v=bN5s6Q7Jh0E,~8 min,Importance; threats; conservation,,,medium,medium,,,4,high,Bozeman Science,,V0339
3,video,Ecosystem Ecology,Bozeman Science,https://www.youtube.com/watch?v=sjE-Pkjp3u4,~14 min,"NPP, GPP; matter cycling",,,medium,medium,,,4,high,Bozeman Science,,V0340
3,video,Ecosystem Ecology,Crash Course Ecology,https://www.youtube.com/watch?v=v6ubvEJ3KGM,~11 min,0.75x recommended; trophic levels,,,fast,medium,,,4,medium,Crash Course Ecology,,V0378
3,video,Ecosystem Ecology – Links in the Chain: Crash Course Ecology #7,Crash Course,https://thecrashcourse.com/courses/ecosystem-ecology-links-in-the-chain-crash-course-ecology-7/,~11–12 min,FAST: use 0.75x + pausing; assign only selected segments on energy flow and trophic efficiency,,,fast,deep,,,5,high,Crash Course Ecology,,V0197
3,video,Impact of Changes to Trophic Pyramids,Khan Academy,https://www.khanacademy.org/science/hs-biology/x4c673362230887ef:matter-and-energy-in-ecosystems/x4c673362230887ef:flow-of-energy-and-cycling-of-matter-in-ecosystems/v/impact-of-changes-to-trophic-pyramids,~7:00,Good for cascading effects,,,medium,medium,,,4,high,,,V0175
3,video,Some Animals Are More Equal than Others: Keystone Species,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/some-animals-are-more-equal-others-keystone-species-and-trophic-cascades,~18 min,"Pre-teach: keystone species, trophic cascade, kelp forest",,,,medium,,,4,medium,,,V0275
3,video,What Happens If All Plankton Dies?,Kurzgesagt,https://www.youtube.com/watch?v=xFQ_fO2D7f0,~9 min,Climate/ecosystem connections,,,,medium,,,4,high,,,V0349
3,interactive,Exploring Keystone Species,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/exploring-keystone-species,~40 min,Pre-teach: keystone ecosystem predator. 15 species with map interface.,,,,,,,,,,,
30,video,Punnett Squares and Sex-Linked Traits (Updated),Amoeba Sisters,https://www.youtube.com/watch?v=h2xufrHWG3E,~9 min,"Covers sex-linked traits, X-linked inheritance, colorblindness, hemophilia, sex chromosome.",yes,1,slow,shallow,,,3,,Amoeba Sisters,,V0499
30,interactive,Sex-Linked Traits Practice,Learn Genetics Utah,https://learn.genetics.utah.edu/content/basics/inheritance/,Interactive,Pre-teach: X-linked carrier hemophilia. Practice X-linked crosses.,yes,1,,,,,,,,,
30,video,Linked Genes and Chromosomal Inheritance,Amoeba Sisters,https://www.youtube.com/watch?v=SBWJqR3RzAc,~7 min,"Pre-teach: X-linked, autosomal; colorblindness",,,slow,medium,,,4,high,Amoeba Sisters Genetics Series,,V0303
30,video,Tuskless Elephants,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/selection-tuskless-elephants,~15 min,"Pre-teach: X-linked, selective pressure, population genetics",,,,medium,,,4,medium,,,V0262
31A1,video,What Happens When Your DNA is Damaged?,TED-Ed,https://www.youtube.com/watch?v=vP8-5Bhd2ag,~4 min,,yes,1,,shallow,,,3,high,,,V0064
31A1,video,Mutations (Updated),Amoeba Sisters,https://www.youtube.com/watch?v=lXfEK8G8CUI,~8 min,"Types of mutations, effects on proteins",yes,1,slow,shallow,,,3,,Amoeba Sisters,,V0223
31A1,video,Mutations (Updated),Amoeba Sisters,https://www.youtube.com/watch?v=vl6Vlf2thvI,~7 min,"Covers gene mutations: substitution (silent, missense, nonsense), frameshift (insertion, deletion), chromosomal mutations. Pre-teach: DNA, codon, protein synthesis.",yes,1,slow,shallow,,,3,,Amoeba Sisters,,V0477
31A1,video,Genetic Mutations: Crash Course Biology #37,Crash Course,https://www.youtube.com/watch?v=8HfzUgxumVE,~11 min,"Covers substitution mutation, point mutation, frameshift mutation, insertion, deletion, CRISPR, gene therapy.",,,fast,medium,,,4,,Crash Course Biology,,V0500
31A1,interactive,Mutations Interactive,HHMI BioInteractive,https://www.biointeractive.org/classroom-resources/mutations,~20 min,Pre-teach: substitution missense nonsense. See effect on protein.,,,,,,,,,,,
31A2,video,What Happens When Your DNA is Damaged?,TED-Ed,https://www.youtube.com/watch?v=vP8-5Bhd2ag,~4 min,,yes,1,,shallow,,,3,high,,,V0064
31A2,video,Mutations (Updated),Amoeba Sisters,https://www.youtube.com/watch?v=lXfEK8G8CUI,~8 min,"Types of mutations, effects on proteins",yes,1,slow,shallow,,,3,,Amoeba Sisters,,V0223
31A2,video,Mutations (Updated),Amoeba Sisters,https://www.youtube.com/watch?v=vl6Vlf2thvI,~7 min,"Covers frameshift mutation, insertion, deletion, reading frame, substitution mutation, chromosomal mutation.",yes,1,slow,shallow,,,3,,Amoeba Sisters,,V0477
